isCall,spot,strike,divExDate,dividend,Expiration,earlyExercise,euroModel,rate,borrowRate,vol,TradingDays,AmericanPrice,AmericanDelta,AmericanVega,EuropeanPrice,EuropeanDelta,EuropeanVega
False,96.0,100.0,1.0,0.0,2.0,False,False,0.01,0.005,0.15,252,3.99999920806176,-0.99998994443182,3.51238166951262E-06,3.99632419549722,-0.998690442345257,0.000460471220692593
False,97.0,100.0,1.0,0.0,2.0,False,False,0.01,0.005,0.15,252,3.00325946103068,-0.989263815823144,0.00284495904231408,3.00115253362187,-0.987944139054497,0.00309487252670326
False,98.0,100.0,1.0,0.0,2.0,False,False,0.01,0.005,0.15,252,2.03501867561078,-0.933822702014121,0.0119805589667399,2.03397742538191,-0.932992398989792,0.0120870281673877
False,99.0,100.0,1.0,0.0,2.0,False,False,0.01,0.005,0.15,252,1.17102739501557,-0.771288275527673,0.0271420546820071,1.17060481623501,-0.770852884338231,0.0271717696649412
False,100.0,100.0,1.0,0.0,2.0,False,False,0.01,0.005,0.15,252,0.531188774939719,-0.496289290968348,0.0355362400803851,0.531057968817615,-0.496115415963421,0.0355369494486093
False,50.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,49.9999999920278,-0.999999999946856,0,49.9910720485848,-0.999940477961974,-2.8421709430404E-14
False,51.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,48.999999992081,-0.999999999946852,0,48.9911315706228,-0.999940477961999,2.8421709430404E-14
False,52.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,47.9999999921341,-0.999999999946842,-1.4210854715202E-14,47.9911910926608,-0.999940477961966,2.8421709430404E-14
False,53.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,46.9999999921872,-0.999999999946853,7.105427357601E-15,46.9912506146988,-0.999940477962019,0
False,54.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,45.9999999922404,-0.999999999946854,-7.105427357601E-15,45.9913101367368,-0.999940477961987,-4.2632564145606E-14
False,55.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,44.9999999922935,-0.999999999946851,7.105427357601E-15,44.9913696587749,-0.999940477961978,7.105427357601E-15
False,56.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,43.9999999923467,-0.999999999946852,-7.105427357601E-15,43.9914291808129,-0.999940477961991,-2.1316282072803E-14
False,57.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,42.9999999923999,-0.999999999946851,-7.105427357601E-15,42.9914887028508,-0.999940477962006,7.105427357601E-15
False,58.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,41.999999992453,-0.999999999946852,-7.105427357601E-15,41.9915482248889,-0.999940477961965,-2.1316282072803E-14
False,59.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,40.9999999925061,-0.999999999946853,-7.105427357601E-15,40.9916077469269,-0.999940477961971,-7.105427357601E-15
False,60.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,39.9999999925593,-0.999999999946848,0,39.9916672689649,-0.999940477961971,-2.1316282072803E-14
False,61.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,38.9999999926125,-0.999999999946852,-7.105427357601E-15,38.991726791003,-0.999940477961999,-4.9737991503207E-14
False,62.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,37.9999999926656,-0.999999999946853,7.105427357601E-15,37.991786313041,-0.999940477962,-7.105427357601E-15
False,63.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,36.9999999927187,-0.999999999946858,7.105427357601E-15,36.991845835079,-0.999940477961998,-2.8421709430404E-14
False,64.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,35.9999999927719,-0.999999999946856,0,35.991905357117,-0.999940477961989,1.4210854715202E-14
False,65.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,34.999999992825,-0.999999999946851,0,34.991964879155,-0.999940477961964,-1.4210854715202E-14
False,66.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,33.9999999928782,-0.999999999946855,0,33.992024401193,-0.999940477961985,7.105427357601E-15
False,67.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,32.9999999929313,-0.999999999946855,0,32.992083923231,-0.999940477961996,-1.4210854715202E-14
False,68.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,31.9999999929845,-0.999999999946855,0,31.992143445269,-0.999940477961981,2.1316282072803E-14
False,69.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,30.9999999930376,-0.999999999946856,3.5527136788005E-15,30.9922029673071,-0.99994047796199,3.5527136788005E-15
False,70.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,29.9999999930908,-0.999999999946853,0,29.9922624893451,-0.999940477961989,-2.1316282072803E-14
False,71.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,28.9999999931439,-0.999999999946855,-3.5527136788005E-15,28.9923220113831,-0.999940477962004,-7.105427357601E-15
False,72.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,27.9999999931971,-0.999999999946851,-3.5527136788005E-15,27.9923815334211,-0.999940477961986,7.105427357601E-15
False,73.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,26.9999999932502,-0.999999999946852,0,26.9924410554591,-0.999940477961982,1.06581410364015E-14
False,74.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,25.9999999933034,-0.999999999946854,0,25.9925005774972,-0.999940477961973,-1.06581410364015E-14
False,75.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,24.9999999933565,-0.999999999946854,0,24.9925600995352,-0.999940477961981,7.105427357601E-15
False,76.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,23.9999999934097,-0.999999999946845,-3.5527136788005E-15,23.9926196215732,-0.999940477961981,-1.06581410364015E-14
False,77.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,22.9999999934628,-0.999999999946856,-3.5527136788005E-15,22.9926791436112,-0.999940477961978,-7.105427357601E-15
False,78.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,21.999999993516,-0.999999999946845,3.5527136788005E-15,21.9927386656492,-0.99994047796198,-3.5527136788005E-15
False,79.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,20.9999999935691,-0.999999999946851,3.5527136788005E-15,20.9927981876872,-0.999940477961993,-1.4210854715202E-14
False,80.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,19.9999999936223,-0.999999999946852,0,19.9928577097253,-0.999940477961991,-1.4210854715202E-14
False,81.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,18.9999999936754,-0.999999999946853,0,18.9929172317633,-0.999940477961983,3.5527136788005E-15
False,82.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,17.9999999937285,-0.999999999946851,0,17.9929767538013,-0.999940477962,-1.4210854715202E-14
False,83.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,16.9999999937817,-0.999999999946853,-3.5527136788005E-15,16.9930362758393,-0.999940477961975,-1.06581410364015E-14
False,84.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,15.9999999938348,-0.999999999946854,1.77635683940025E-15,15.9930957978773,-0.999940477961983,-1.77635683940025E-15
False,85.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,14.999999993888,-0.999999999946852,0,14.9931553199153,-0.99994047796198,-2.1316282072803E-14
False,86.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,13.9999999939411,-0.999999999946849,-1.77635683940025E-15,13.9932148419534,-0.999940477961978,0
False,87.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,12.9999999939943,-0.999999999946856,-1.77635683940025E-15,12.9932743639914,-0.999940477961882,1.22568621918617E-13
False,88.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,11.9999999940474,-0.999999999946854,-1.77635683940025E-15,11.9933338860297,-0.999940477959249,3.36797256750287E-12
False,89.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,10.9999999941006,-0.999999999946852,5.32907051820075E-15,10.9933934080791,-0.999940477905484,8.75548522571989E-11
False,90.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,9.99999999415373,-0.999999999946854,0,9.99345293040478,-0.999940476611796,1.74473235858841E-09
False,91.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,8.99999999420688,-0.999999999946851,-1.77635683940025E-15,8.99351245905335,-0.999940444019616,3.0905660253211E-08
False,92.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,7.99999999426003,-0.999999999946852,0,7.99357212220893,-0.999939851241429,4.85243367265298E-07
False,93.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,6.99999999431318,-0.999999999946853,0,6.99363415887435,-0.99993115632655,6.20644963245098E-06
False,94.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,5.99999999436632,-0.999999999946852,8.88178419700125E-16,5.99372908174054,-0.999827436266256,6.13800310205193E-05
False,95.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,4.99999999439682,-0.999999999408973,-7.57271197660003E-06,4.99416874501023,-0.99892300298535,0.000450075712827847
False,96.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,4.0011354570091,-0.994965055869888,0.00186976485597246,3.99720301820922,-0.993079600364521,0.00234808637819883
False,97.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,3.01614749430995,-0.968825679891564,0.00824568526924185,3.01384055805773,-0.96747015549604,0.00850055497828706
False,98.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,2.08043962214267,-0.889730952407861,0.0210510565981199,2.07922776630297,-0.888862992688397,0.0211625834354825
False,99.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,1.26448973491981,-0.726895429804159,0.0363223367195415,1.26394010165869,-0.726411347887745,0.0363560871983732
False,100.0,100.0,1.0,0.0,3.0,False,False,0.01,0.005,0.15,252,0.650051137394244,-0.495465691058773,0.0435202560997313,0.649843379181813,-0.495240864760433,0.0435214272026188
False,50.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,49.9999999893704,-0.999999999929131,0,49.9880963403255,-0.999920638069954,4.2632564145606E-14
False,51.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,48.9999999894413,-0.999999999929136,-7.105427357601E-15,48.9881757022555,-0.99992063806997,-2.1316282072803E-14
False,52.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,47.9999999895121,-0.999999999929135,0,47.9882550641855,-0.999920638069981,-2.8421709430404E-14
False,53.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,46.999999989583,-0.999999999929136,-7.105427357601E-15,46.9883344261156,-0.999920638069941,-2.1316282072803E-14
False,54.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,45.9999999896539,-0.999999999929139,7.105427357601E-15,45.9884137880456,-0.999920638069978,-2.1316282072803E-14
False,55.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,44.9999999897247,-0.999999999929139,-7.105427357601E-15,44.9884931499757,-0.999920638069974,-2.1316282072803E-14
False,56.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,43.9999999897956,-0.999999999929141,0,43.9885725119057,-0.999920638069979,2.1316282072803E-14
False,57.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,42.9999999898665,-0.999999999929126,0,42.9886518738358,-0.999920638069973,-7.105427357601E-15
False,58.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,41.9999999899373,-0.999999999929132,0,41.9887312357658,-0.999920638069952,-4.2632564145606E-14
False,59.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,40.9999999900082,-0.999999999929139,7.105427357601E-15,40.9888105976958,-0.999920638069966,7.105427357601E-15
False,60.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,39.9999999900791,-0.999999999929136,0,39.9888899596259,-0.999920638069966,0
False,61.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,38.9999999901499,-0.999999999929137,7.105427357601E-15,38.9889693215559,-0.999920638069938,-2.1316282072803E-14
False,62.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,37.9999999902208,-0.999999999929138,0,37.9890486834859,-0.999920638069969,-7.105427357601E-15
False,63.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,36.9999999902916,-0.999999999929135,7.105427357601E-15,36.989128045416,-0.999920638069975,-1.4210854715202E-14
False,64.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,35.9999999903625,-0.999999999929136,0,35.989207407346,-0.999920638069952,1.4210854715202E-14
False,65.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,34.9999999904334,-0.999999999929141,-7.105427357601E-15,34.9892867692761,-0.999920638069967,0
False,66.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,33.9999999905042,-0.999999999929136,0,33.9893661312061,-0.999920638069991,-2.8421709430404E-14
False,67.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,32.9999999905751,-0.999999999929136,0,32.9894454931362,-0.999920638069972,-7.105427357601E-15
False,68.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,31.999999990646,-0.999999999929137,-1.06581410364015E-14,31.9895248550662,-0.999920638069945,7.105427357601E-15
False,69.0,100.0,1.0,0.0,4.0,False,False,0.01,0.005,0.15,252,30.9999999907168,-0.999999999929138,7.105427357601E-15,30.9896042169962,-0.999920638069969,-2.1316282072803E-14
